DAY,TEMPERATURE_MAX,TEMPERATURE_MIN,TEMPERATURE_AVG,PRECIPITATION
01/01/1991,,,,4.2
02/01/1991,29.2,26.4,27.8,8.8
03/01/1991,28.6,26.0,27.3,5.5
04/01/1991,28.5,26.4,27.5,7.0
05/01/1991,28.5,26.2,27.4,8.9
06/01/1991,28.4,26.0,27.2,9.2
07/01/1991,28.2,26.0,27.1,7.5
08/01/1991,28.3,26.1,27.2,4.9
09/01/1991,28.5,26.3,27.4,7.2
10/01/1991,28.5,26.2,27.4,8.0
11/01/1991,28.5,26.2,27.3,7.3
12/01/1991,28.4,26.1,27.2,9.9
13/01/1991,28.2,25.9,27.0,8.0
14/01/1991,28.3,25.9,27.1,8.9
15/01/1991,28.3,25.9,27.1,9.1
16/01/1991,28.3,25.8,27.0,7.7
17/01/1991,28.3,25.9,27.1,7.4
18/01/1991,28.2,25.9,27.0,8.6
19/01/1991,28.3,25.8,27.1,7.6
20/01/1991,28.4,25.8,27.1,8.2
21/01/1991,28.3,25.8,27.0,9.4
22/01/1991,28.3,25.8,27.0,8.7
23/01/1991,28.3,25.9,27.1,10.2
24/01/1991,28.2,25.7,26.9,10.5
25/01/1991,28.3,25.8,27.0,12.5
26/01/1991,28.0,25.7,26.9,11.4
27/01/1991,28.1,25.7,26.9,12.4
28/01/1991,28.1,25.8,27.0,11.9
29/01/1991,28.2,25.7,26.9,7.8
30/01/1991,28.2,26.0,27.1,7.4
31/01/1991,28.5,25.9,27.2,9.3
01/02/1991,,,,17.6
02/02/1991,28.2,25.6,26.9,15.8
03/02/1991,27.6,25.6,26.6,5.1
04/02/1991,28.1,26.1,27.1,4.3
05/02/1991,28.6,26.2,27.4,5.0
06/02/1991,28.4,26.1,27.3,4.5
07/02/1991,28.4,26.3,27.3,3.4
08/02/1991,28.6,26.3,27.5,5.5
09/02/1991,28.4,26.2,27.3,7.0
10/02/1991,28.4,26.0,27.2,6.4
11/02/1991,28.3,26.0,27.2,6.3
12/02/1991,28.3,26.1,27.2,4.2
13/02/1991,28.5,26.3,27.4,7.5
14/02/1991,28.6,26.2,27.4,12.1
15/02/1991,28.3,25.9,27.1,13.3
16/02/1991,27.9,25.7,26.8,15.3
17/02/1991,27.8,25.5,26.7,13.6
18/02/1991,27.8,25.6,26.7,15.0
19/02/1991,27.8,25.4,26.6,12.8
20/02/1991,27.7,25.5,26.6,10.3
21/02/1991,27.9,25.6,26.8,9.8
22/02/1991,28.1,25.8,26.9,11.5
23/02/1991,27.9,25.7,26.8,12.3
24/02/1991,27.8,25.7,26.8,15.2
25/02/1991,27.9,25.5,26.7,10.2
26/02/1991,27.9,25.6,26.7,8.7
27/02/1991,28.0,25.7,26.8,10.4
28/02/1991,28.0,25.5,26.7,10.4
01/03/1991,,,,7.4
02/03/1991,27.8,25.7,26.7,5.9
03/03/1991,28.3,25.4,26.9,5.2
04/03/1991,28.1,25.6,26.8,5.3
05/03/1991,28.0,25.4,26.7,4.9
06/03/1991,27.9,25.5,26.7,1.9
07/03/1991,28.7,26.0,27.3,3.4
08/03/1991,28.4,25.9,27.2,3.3
09/03/1991,28.7,25.8,27.3,4.2
10/03/1991,28.4,25.7,27.1,5.7
11/03/1991,28.3,25.6,27.0,10.7
12/03/1991,28.0,25.2,26.6,12.4
13/03/1991,27.7,25.2,26.4,11.7
14/03/1991,27.9,25.2,26.6,7.1
15/03/1991,28.1,25.6,26.8,7.5
16/03/1991,28.4,25.6,27.0,5.1
17/03/1991,28.5,25.7,27.1,5.5
18/03/1991,28.6,25.9,27.3,4.6
19/03/1991,28.7,25.9,27.3,3.2
20/03/1991,28.8,26.1,27.4,4.8
21/03/1991,28.7,25.8,27.3,3.8
22/03/1991,28.8,25.9,27.3,5.1
23/03/1991,28.8,25.9,27.3,3.2
24/03/1991,28.9,26.1,27.5,3.6
25/03/1991,28.9,25.9,27.4,4.9
26/03/1991,28.9,25.9,27.4,5.0
27/03/1991,28.7,26.0,27.4,7.4
28/03/1991,28.5,25.8,27.2,7.1
29/03/1991,28.5,25.9,27.2,6.2
30/03/1991,28.8,26.0,27.4,7.8
31/03/1991,28.7,25.9,27.3,9.4
01/04/1991,,,,2.7
02/04/1991,28.5,25.6,27.1,3.3
03/04/1991,28.8,25.7,27.3,5.1
04/04/1991,28.4,25.6,27.0,8.1
05/04/1991,27.9,25.3,26.6,9.6
06/04/1991,28.1,25.2,26.7,12.3
07/04/1991,27.8,25.1,26.5,13.9
08/04/1991,27.6,25.0,26.3,15.0
09/04/1991,27.5,25.1,26.3,11.4
10/04/1991,27.8,25.2,26.5,11.1
11/04/1991,27.9,25.2,26.5,10.4
12/04/1991,28.0,25.3,26.6,9.6
13/04/1991,28.0,25.4,26.7,14.7
14/04/1991,27.9,25.3,26.6,12.3
15/04/1991,27.9,25.4,26.6,10.9
16/04/1991,28.0,25.5,26.7,7.4
17/04/1991,28.1,25.7,26.9,7.7
18/04/1991,28.2,25.9,27.0,7.9
19/04/1991,28.2,25.9,27.1,6.7
20/04/1991,28.3,26.0,27.2,4.9
21/04/1991,28.4,26.0,27.2,6.0
22/04/1991,28.3,26.0,27.2,4.7
23/04/1991,28.3,26.0,27.2,5.3
24/04/1991,28.3,26.0,27.1,4.8
25/04/1991,28.4,26.0,27.2,3.9
26/04/1991,28.4,25.9,27.2,2.5
27/04/1991,28.5,26.1,27.3,3.1
28/04/1991,28.5,26.0,27.2,3.2
29/04/1991,28.5,26.1,27.3,4.4
30/04/1991,28.4,26.1,27.2,3.9
01/05/1991,,,,0.8
02/05/1991,28.1,26.1,27.1,0.7
03/05/1991,28.3,26.0,27.1,0.6
04/05/1991,28.2,25.8,27.0,1.0
05/05/1991,27.9,25.8,26.9,1.2
06/05/1991,27.8,25.7,26.7,2.7
07/05/1991,27.8,25.5,26.7,2.3
08/05/1991,27.8,25.8,26.8,1.8
09/05/1991,28.1,26.0,27.0,1.3
10/05/1991,28.0,25.9,27.0,1.3
11/05/1991,27.9,25.6,26.8,1.9
12/05/1991,27.7,25.5,26.6,2.5
13/05/1991,27.6,25.4,26.5,2.8
14/05/1991,27.5,25.5,26.5,3.6
15/05/1991,27.6,25.4,26.5,3.2
16/05/1991,27.6,25.6,26.6,2.2
17/05/1991,27.7,25.6,26.6,2.0
18/05/1991,27.6,25.6,26.6,2.8
19/05/1991,27.7,25.6,26.6,3.0
20/05/1991,27.6,25.6,26.6,2.0
21/05/1991,27.6,25.7,26.7,1.5
22/05/1991,27.7,25.7,26.7,1.5
23/05/1991,27.6,25.6,26.6,1.4
24/05/1991,27.7,25.5,26.6,1.5
25/05/1991,27.6,25.5,26.6,1.9
26/05/1991,27.5,25.5,26.5,1.8
27/05/1991,27.6,25.5,26.5,10.3
28/05/1991,27.6,25.5,26.6,3.9
29/05/1991,27.6,25.5,26.5,1.1
30/05/1991,27.6,25.5,26.5,1.2
31/05/1991,27.5,25.3,26.4,1.8
01/06/1991,,,,1.2
02/06/1991,27.8,25.5,26.6,1.1
03/06/1991,27.8,25.6,26.7,0.6
04/06/1991,27.6,25.4,26.5,0.5
05/06/1991,27.5,25.2,26.4,0.3
06/06/1991,27.5,25.0,26.2,0.3
07/06/1991,27.6,24.7,26.1,0.0
08/06/1991,27.5,24.4,25.9,0.1
09/06/1991,27.4,24.5,25.9,0.4
10/06/1991,27.5,24.6,26.1,0.6
11/06/1991,27.3,24.5,25.9,0.3
12/06/1991,27.3,24.4,25.8,0.4
13/06/1991,27.3,24.5,25.9,0.5
14/06/1991,27.2,24.5,25.9,0.9
15/06/1991,27.2,24.7,25.9,0.8
16/06/1991,27.2,24.7,26.0,0.8
17/06/1991,27.2,24.8,26.0,0.8
18/06/1991,27.1,24.7,25.9,0.8
19/06/1991,27.1,24.6,25.8,1.1
20/06/1991,27.0,24.4,25.7,1.0
21/06/1991,27.0,24.4,25.7,1.1
22/06/1991,27.0,24.3,25.7,1.1
23/06/1991,26.9,24.5,25.7,0.6
24/06/1991,27.0,24.5,25.8,0.8
25/06/1991,26.9,24.4,25.7,1.0
26/06/1991,27.0,24.4,25.7,1.5
27/06/1991,26.7,24.4,25.6,1.5
28/06/1991,26.8,24.4,25.6,1.4
29/06/1991,26.9,24.5,25.7,1.3
30/06/1991,26.8,24.6,25.7,0.9
01/07/1991,,,,0.9
02/07/1991,27.4,25.2,26.3,1.7
03/07/1991,27.2,24.7,25.9,1.6
04/07/1991,27.0,24.8,25.9,0.9
05/07/1991,27.2,24.8,26.0,1.2
06/07/1991,26.9,24.7,25.8,0.6
07/07/1991,27.0,24.8,25.9,0.6
08/07/1991,27.2,24.4,25.8,0.7
09/07/1991,27.2,24.4,25.8,1.0
10/07/1991,26.8,24.3,25.6,0.6
11/07/1991,26.3,24.2,25.2,0.8
12/07/1991,26.3,24.0,25.1,0.8
13/07/1991,26.5,24.0,25.3,0.9
14/07/1991,26.4,24.2,25.3,1.0
15/07/1991,26.5,24.3,25.4,1.4
16/07/1991,26.5,24.2,25.4,1.5
17/07/1991,26.6,24.3,25.4,1.1
18/07/1991,26.6,24.4,25.5,1.2
19/07/1991,26.6,24.1,25.4,1.1
20/07/1991,26.5,24.2,25.3,1.3
21/07/1991,26.5,24.1,25.3,1.0
22/07/1991,26.5,24.2,25.3,1.1
23/07/1991,26.4,24.0,25.2,1.1
24/07/1991,26.3,24.0,25.1,0.9
25/07/1991,26.4,23.9,25.2,1.0
26/07/1991,26.3,24.0,25.2,1.0
27/07/1991,26.3,24.0,25.2,1.1
28/07/1991,26.3,24.0,25.1,1.0
29/07/1991,26.3,23.9,25.1,0.9
30/07/1991,26.4,24.0,25.2,1.0
31/07/1991,26.4,23.9,25.1,1.1
01/08/1991,,,,1.0
02/08/1991,26.9,24.2,25.5,0.6
03/08/1991,26.5,24.5,25.5,0.2
04/08/1991,26.9,24.5,25.7,0.3
05/08/1991,27.1,24.5,25.8,0.8
06/08/1991,27.2,24.8,26.0,2.2
07/08/1991,26.8,24.7,25.8,0.6
08/08/1991,26.9,24.4,25.6,0.6
09/08/1991,26.7,24.4,25.5,1.5
10/08/1991,26.6,24.4,25.5,1.6
11/08/1991,26.7,24.6,25.6,2.3
12/08/1991,26.5,24.5,25.5,2.0
13/08/1991,26.6,24.6,25.6,1.5
14/08/1991,26.7,24.5,25.6,1.2
15/08/1991,26.7,24.5,25.6,1.1
16/08/1991,26.7,24.4,25.6,0.5
17/08/1991,26.9,24.4,25.7,0.7
18/08/1991,26.8,24.3,25.6,0.6
19/08/1991,26.7,24.3,25.5,0.7
20/08/1991,26.8,24.4,25.6,0.9
21/08/1991,26.9,24.5,25.7,0.7
22/08/1991,26.9,24.5,25.7,0.9
23/08/1991,26.8,24.4,25.6,0.4
24/08/1991,27.0,24.3,25.7,0.5
25/08/1991,27.0,24.4,25.7,0.5
26/08/1991,27.0,24.3,25.7,0.5
27/08/1991,27.1,24.2,25.7,0.4
28/08/1991,27.0,24.2,25.6,0.3
29/08/1991,27.1,24.2,25.7,0.2
30/08/1991,27.2,24.2,25.7,0.3
31/08/1991,27.2,24.0,25.6,0.3
01/09/1991,,,,0.7
02/09/1991,27.9,24.8,26.4,0.6
03/09/1991,27.8,24.6,26.2,0.0
04/09/1991,27.6,24.4,26.0,0.0
05/09/1991,27.3,24.3,25.8,0.1
06/09/1991,27.0,24.3,25.6,0.1
07/09/1991,26.9,24.1,25.5,0.5
08/09/1991,26.9,24.1,25.5,0.6
09/09/1991,27.0,24.2,25.6,0.3
10/09/1991,27.1,24.3,25.7,0.2
11/09/1991,27.2,24.2,25.7,0.1
12/09/1991,27.4,23.9,25.7,0.1
13/09/1991,27.5,23.5,25.5,0.0
14/09/1991,27.5,23.5,25.5,0.1
15/09/1991,27.6,23.7,25.6,0.1
16/09/1991,27.8,23.9,25.8,0.1
17/09/1991,27.8,23.9,25.8,0.1
18/09/1991,27.8,24.1,25.9,0.1
19/09/1991,27.8,24.2,26.0,0.1
20/09/1991,28.0,24.2,26.1,0.3
21/09/1991,28.0,24.3,26.1,0.2
22/09/1991,28.0,24.4,26.2,0.3
23/09/1991,28.0,24.3,26.2,0.1
24/09/1991,28.1,24.3,26.2,0.2
25/09/1991,28.0,24.3,26.1,0.2
26/09/1991,28.0,24.3,26.2,0.4
27/09/1991,28.0,24.5,26.2,0.3
28/09/1991,28.0,24.4,26.2,0.1
29/09/1991,28.1,24.4,26.2,0.3
30/09/1991,28.1,24.5,26.3,0.2
01/10/1991,,,,0.0
02/10/1991,29.0,24.3,26.7,0.0
03/10/1991,28.1,24.3,26.2,0.0
04/10/1991,28.6,24.2,26.4,0.0
05/10/1991,28.6,24.4,26.5,0.0
06/10/1991,28.9,24.4,26.6,0.0
07/10/1991,28.7,24.6,26.7,0.0
08/10/1991,28.7,24.9,26.8,0.0
09/10/1991,29.0,25.1,27.1,0.1
10/10/1991,29.2,25.0,27.1,0.2
11/10/1991,29.2,24.8,27.0,0.2
12/10/1991,28.9,25.2,27.0,0.3
13/10/1991,29.0,25.2,27.1,0.2
14/10/1991,28.9,25.1,27.0,0.2
15/10/1991,28.9,24.9,26.9,0.3
16/10/1991,28.7,24.9,26.8,0.4
17/10/1991,28.8,25.0,26.9,0.5
18/10/1991,28.8,25.0,26.9,0.3
19/10/1991,29.0,25.1,27.0,0.5
20/10/1991,28.9,25.2,27.1,0.4
21/10/1991,28.9,25.2,27.1,1.0
22/10/1991,29.0,25.3,27.2,0.5
23/10/1991,29.2,25.4,27.3,0.5
24/10/1991,29.1,25.2,27.2,0.6
25/10/1991,29.0,25.3,27.2,1.0
26/10/1991,29.1,25.3,27.2,0.2
27/10/1991,29.2,25.2,27.2,0.5
28/10/1991,29.3,25.3,27.3,0.6
29/10/1991,29.2,25.4,27.3,0.5
30/10/1991,29.4,25.5,27.4,0.8
31/10/1991,29.4,25.4,27.4,0.5
01/11/1991,,,,0.0
02/11/1991,29.4,25.1,27.3,0.7
03/11/1991,29.5,25.1,27.3,0.8
04/11/1991,29.3,25.2,27.3,1.0
05/11/1991,29.3,25.6,27.4,0.8
06/11/1991,29.5,25.5,27.5,1.6
07/11/1991,29.6,25.8,27.7,2.2
08/11/1991,29.5,25.9,27.7,2.7
09/11/1991,29.3,25.7,27.5,3.2
10/11/1991,29.4,25.7,27.5,2.8
11/11/1991,29.3,25.7,27.5,2.3
12/11/1991,29.3,25.6,27.5,2.9
13/11/1991,29.5,25.9,27.7,2.2
14/11/1991,29.4,25.9,27.7,2.9
15/11/1991,29.4,25.7,27.6,2.5
16/11/1991,29.4,25.7,27.6,2.8
17/11/1991,29.3,25.9,27.6,1.7
18/11/1991,29.6,25.9,27.7,2.2
19/11/1991,29.6,25.9,27.8,1.8
20/11/1991,29.7,26.0,27.9,1.8
21/11/1991,29.9,26.0,27.9,2.0
22/11/1991,29.8,25.9,27.9,2.3
23/11/1991,29.6,25.9,27.8,2.3
24/11/1991,29.8,25.8,27.8,2.3
25/11/1991,30.0,26.0,28.0,2.1
26/11/1991,30.1,25.9,28.0,2.2
27/11/1991,29.9,26.1,28.0,2.3
28/11/1991,29.8,25.9,27.8,2.2
29/11/1991,29.7,26.0,27.9,2.4
30/11/1991,29.9,25.9,27.9,2.2
01/12/1991,,,,0.2
02/12/1991,31.0,26.7,28.8,0.8
03/12/1991,30.6,26.4,28.5,1.5
04/12/1991,30.3,26.7,28.5,1.8
05/12/1991,30.2,26.7,28.4,3.2
06/12/1991,30.0,26.7,28.4,3.4
07/12/1991,30.1,26.4,28.2,4.1
08/12/1991,29.6,26.3,27.9,4.1
09/12/1991,29.4,26.3,27.8,4.9
10/12/1991,29.4,26.0,27.7,6.0
11/12/1991,29.5,25.8,27.6,8.0
12/12/1991,29.0,25.8,27.4,8.4
13/12/1991,28.9,25.8,27.4,10.3
14/12/1991,28.7,25.7,27.2,10.5
15/12/1991,28.5,25.6,27.0,15.4
16/12/1991,28.4,25.4,26.9,14.9
17/12/1991,28.1,25.5,26.8,17.7
18/12/1991,28.3,25.5,26.9,12.5
19/12/1991,28.3,25.6,27.0,12.3
20/12/1991,28.4,25.6,27.0,12.0
21/12/1991,28.2,25.6,26.9,10.7
22/12/1991,28.3,25.6,26.9,9.7
23/12/1991,28.3,25.6,27.0,9.7
24/12/1991,28.3,25.6,26.9,9.2
25/12/1991,28.4,25.6,27.0,14.1
26/12/1991,28.4,25.4,26.9,14.3
27/12/1991,28.1,25.3,26.7,12.3
28/12/1991,28.2,25.6,26.9,13.5
29/12/1991,28.1,25.5,26.8,12.6
30/12/1991,28.1,25.5,26.8,14.8
31/12/1991,28.1,25.4,26.7,11.2
01/01/1992,,,,7.1
02/01/1992,29.2,25.7,27.4,16.0
03/01/1992,28.3,25.3,26.8,20.7
04/01/1992,27.9,25.1,26.5,22.0
05/01/1992,27.6,25.2,26.4,17.3
06/01/1992,28.0,25.3,26.6,11.2
07/01/1992,28.1,25.7,26.9,5.8
08/01/1992,28.7,26.1,27.4,9.0
09/01/1992,28.7,25.9,27.3,10.1
10/01/1992,28.4,25.9,27.1,10.0
11/01/1992,28.5,25.8,27.1,10.1
12/01/1992,28.3,25.9,27.1,12.1
13/01/1992,28.3,25.9,27.1,8.2
14/01/1992,28.5,25.9,27.2,7.5
15/01/1992,28.5,25.7,27.1,6.3
16/01/1992,28.4,25.7,27.1,5.9
17/01/1992,28.5,25.8,27.2,8.1
18/01/1992,28.5,25.7,27.1,7.5
19/01/1992,28.6,25.8,27.2,7.5
20/01/1992,28.5,25.8,27.1,8.5
21/01/1992,28.4,25.8,27.1,8.9
22/01/1992,28.6,25.8,27.2,7.1
23/01/1992,28.6,25.7,27.2,9.5
24/01/1992,28.5,25.7,27.1,10.2
25/01/1992,28.4,25.6,27.0,10.7
26/01/1992,28.2,25.6,26.9,9.2
27/01/1992,28.3,25.6,27.0,10.8
28/01/1992,28.2,25.7,26.9,10.6
29/01/1992,28.2,25.7,26.9,11.2
30/01/1992,28.1,25.5,26.8,12.6
31/01/1992,28.0,25.4,26.7,14.5
01/02/1992,,,,3.2
02/02/1992,29.1,25.9,27.5,8.8
03/02/1992,28.6,25.6,27.1,8.2
04/02/1992,28.4,25.7,27.0,14.7
05/02/1992,28.4,25.4,26.9,17.2
06/02/1992,28.2,25.4,26.8,16.4
07/02/1992,27.8,25.4,26.6,14.4
08/02/1992,28.1,25.5,26.8,12.2
09/02/1992,28.2,25.6,26.9,13.1
10/02/1992,28.1,25.7,26.9,11.6
11/02/1992,28.2,25.8,27.0,11.0
12/02/1992,28.3,25.7,27.0,9.0
13/02/1992,28.5,25.7,27.1,9.3
14/02/1992,28.3,25.7,27.0,12.8
15/02/1992,28.0,25.4,26.7,17.8
16/02/1992,27.7,25.3,26.5,18.4
17/02/1992,27.7,25.3,26.5,15.1
18/02/1992,27.8,25.5,26.6,14.5
19/02/1992,27.8,25.6,26.7,11.6
20/02/1992,28.0,25.6,26.8,10.6
21/02/1992,28.0,25.6,26.8,10.5
22/02/1992,28.1,25.6,26.8,12.3
23/02/1992,28.0,25.5,26.7,12.5
24/02/1992,28.0,25.5,26.7,12.1
25/02/1992,28.0,25.6,26.8,11.6
26/02/1992,28.0,25.7,26.8,14.3
27/02/1992,28.0,25.4,26.7,10.7
28/02/1992,27.9,25.7,26.8,11.0
29/02/1992,28.0,25.7,26.8,11.2
01/03/1992,,,,5.2
02/03/1992,28.7,25.3,27.0,10.3
03/03/1992,27.9,24.9,26.4,15.9
04/03/1992,27.4,25.1,26.2,10.8
05/03/1992,27.8,25.2,26.5,10.1
06/03/1992,27.9,25.0,26.5,8.7
07/03/1992,27.7,25.0,26.4,10.5
08/03/1992,27.7,24.9,26.3,10.8
09/03/1992,27.5,25.0,26.3,8.0
10/03/1992,27.7,25.2,26.4,6.7
11/03/1992,27.9,25.2,26.6,5.2
12/03/1992,28.1,25.4,26.8,6.5
13/03/1992,28.1,25.3,26.7,6.1
14/03/1992,28.1,25.4,26.8,6.0
15/03/1992,28.3,25.4,26.9,8.3
16/03/1992,28.4,25.4,26.9,6.0
17/03/1992,28.4,25.5,26.9,6.1
18/03/1992,28.3,25.5,26.9,5.9
19/03/1992,28.4,25.6,27.0,4.8
20/03/1992,28.5,25.7,27.1,4.5
21/03/1992,28.6,25.7,27.1,4.6
22/03/1992,28.7,25.8,27.3,4.9
23/03/1992,28.8,25.8,27.3,5.3
24/03/1992,28.8,25.8,27.3,4.5
25/03/1992,28.8,25.9,27.3,5.1
26/03/1992,28.9,25.8,27.4,4.3
27/03/1992,28.8,25.9,27.3,5.6
28/03/1992,28.9,25.8,27.3,5.3
29/03/1992,28.9,26.0,27.5,5.4
30/03/1992,28.8,26.0,27.4,7.4
31/03/1992,28.6,25.8,27.2,8.7
01/04/1992,,,,11.6
02/04/1992,28.8,25.2,27.0,8.1
03/04/1992,28.4,25.6,27.0,11.3
04/04/1992,28.1,25.3,26.7,23.8
05/04/1992,27.8,25.0,26.4,26.8
06/04/1992,27.1,25.0,26.0,24.8
07/04/1992,27.3,24.9,26.1,16.2
08/04/1992,27.5,25.1,26.3,14.5
09/04/1992,28.0,25.4,26.7,11.1
10/04/1992,28.0,25.4,26.7,8.8
11/04/1992,28.3,25.5,26.9,7.0
12/04/1992,28.5,25.8,27.1,8.1
13/04/1992,28.3,25.7,27.0,7.9
14/04/1992,28.1,25.6,26.8,7.0
15/04/1992,28.3,25.5,26.9,6.1
16/04/1992,28.3,25.6,26.9,6.6
17/04/1992,28.4,25.6,27.0,7.8
18/04/1992,28.2,25.6,26.9,8.6
19/04/1992,28.3,25.5,26.9,7.9
20/04/1992,28.2,25.5,26.9,7.7
21/04/1992,28.1,25.5,26.8,7.7
22/04/1992,28.2,25.5,26.8,5.3
23/04/1992,28.4,25.6,27.0,6.4
24/04/1992,28.3,25.6,27.0,5.4
25/04/1992,28.3,25.7,27.0,5.7
26/04/1992,28.2,25.7,27.0,4.3
27/04/1992,28.2,25.7,27.0,3.1
28/04/1992,28.3,25.7,27.0,3.2
29/04/1992,28.3,25.8,27.1,2.7
30/04/1992,28.4,25.8,27.1,3.8
01/05/1992,,,,0.1
02/05/1992,29.2,26.1,27.7,0.3
03/05/1992,28.8,26.3,27.6,1.7
04/05/1992,28.8,26.0,27.4,1.2
05/05/1992,28.6,26.4,27.5,1.0
06/05/1992,28.8,26.3,27.5,2.0
07/05/1992,28.5,26.0,27.2,1.6
08/05/1992,28.4,26.0,27.2,2.1
09/05/1992,28.4,26.0,27.2,2.3
10/05/1992,28.5,26.0,27.3,2.0
11/05/1992,28.3,25.9,27.1,1.4
12/05/1992,28.4,25.9,27.1,1.3
13/05/1992,28.4,25.8,27.1,1.5
14/05/1992,28.4,26.0,27.2,1.6
15/05/1992,28.5,25.9,27.2,0.9
16/05/1992,28.5,26.1,27.3,0.8
17/05/1992,28.6,26.0,27.3,1.5
18/05/1992,28.5,25.9,27.2,1.5
19/05/1992,28.5,25.9,27.2,1.7
20/05/1992,28.5,25.9,27.2,2.2
21/05/1992,28.3,25.6,27.0,1.9
22/05/1992,28.3,25.6,27.0,1.9
23/05/1992,28.2,25.7,27.0,1.5
24/05/1992,28.1,25.6,26.8,1.9
25/05/1992,28.1,25.5,26.8,2.0
26/05/1992,28.0,25.6,26.8,2.2
27/05/1992,27.9,25.5,26.7,2.0
28/05/1992,27.9,25.5,26.7,1.5
29/05/1992,27.9,25.4,26.6,1.2
30/05/1992,28.0,25.6,26.8,1.3
31/05/1992,28.1,25.6,26.8,1.2
01/06/1992,,,,1.2
02/06/1992,27.9,26.0,27.0,0.8
03/06/1992,28.0,25.7,26.8,1.4
04/06/1992,27.6,25.7,26.6,1.4
05/06/1992,27.7,25.9,26.8,0.3
06/06/1992,27.9,26.0,26.9,0.4
07/06/1992,27.9,25.8,26.8,1.2
08/06/1992,27.8,25.8,26.8,4.2
09/06/1992,27.7,25.2,26.4,4.9
10/06/1992,27.4,25.4,26.4,5.5
11/06/1992,27.2,25.2,26.2,6.7
12/06/1992,27.1,25.3,26.2,3.8
13/06/1992,27.2,25.3,26.3,1.9
14/06/1992,27.3,25.4,26.3,1.5
15/06/1992,27.3,25.3,26.3,1.4
16/06/1992,27.2,25.1,26.1,1.6
17/06/1992,27.2,25.0,26.1,0.8
18/06/1992,27.1,25.0,26.0,0.7
19/06/1992,27.1,24.9,26.0,1.4
20/06/1992,27.0,24.8,25.9,0.9
21/06/1992,27.0,24.8,25.9,1.2
22/06/1992,27.0,24.7,25.9,1.5
23/06/1992,26.8,24.5,25.6,1.3
24/06/1992,26.7,24.4,25.5,1.5
25/06/1992,26.7,24.4,25.5,1.3
26/06/1992,26.7,24.5,25.6,1.4
27/06/1992,26.5,24.4,25.5,1.3
28/06/1992,26.6,24.5,25.5,1.2
29/06/1992,26.6,24.5,25.6,1.5
30/06/1992,26.7,24.5,25.6,1.3
01/07/1992,,,,0.2
02/07/1992,26.4,24.6,25.5,0.3
03/07/1992,26.8,24.9,25.9,1.7
04/07/1992,27.0,24.6,25.8,0.9
05/07/1992,27.1,25.0,26.0,1.3
06/07/1992,27.2,24.6,25.9,0.8
07/07/1992,26.9,24.5,25.7,1.5
08/07/1992,26.6,24.5,25.6,1.7
09/07/1992,26.8,24.6,25.7,1.5
10/07/1992,26.8,24.7,25.7,2.3
11/07/1992,26.7,24.6,25.7,2.7
12/07/1992,26.6,24.4,25.5,1.9
13/07/1992,26.5,24.5,25.5,1.7
14/07/1992,26.4,24.5,25.5,1.3
15/07/1992,26.5,24.4,25.5,1.3
16/07/1992,26.4,24.5,25.4,1.3
17/07/1992,26.5,24.4,25.5,1.5
18/07/1992,26.5,24.4,25.5,1.7
19/07/1992,26.5,24.3,25.4,1.5
20/07/1992,26.5,24.4,25.4,4.1
21/07/1992,26.5,24.3,25.4,1.9
22/07/1992,26.4,24.3,25.4,1.2
23/07/1992,26.5,24.3,25.4,0.9
24/07/1992,26.5,24.3,25.4,1.2
25/07/1992,26.4,24.2,25.3,1.2
26/07/1992,26.3,24.2,25.2,1.0
27/07/1992,26.4,24.0,25.2,0.9
28/07/1992,26.4,24.1,25.2,0.7
29/07/1992,26.5,24.0,25.2,0.6
30/07/1992,26.4,24.0,25.2,0.7
31/07/1992,26.3,23.9,25.1,0.7
01/08/1992,,,,0.1
02/08/1992,26.6,24.1,25.4,0.2
03/08/1992,26.4,23.9,25.2,0.2
04/08/1992,26.5,23.6,25.0,0.2
05/08/1992,26.5,23.6,25.0,0.3
06/08/1992,26.7,23.9,25.3,1.0
07/08/1992,26.8,24.0,25.4,0.7
08/08/1992,26.9,24.1,25.5,0.2
09/08/1992,27.1,23.9,25.5,0.1
10/08/1992,27.0,23.7,25.4,0.0
11/08/1992,27.0,23.5,25.2,0.1
12/08/1992,26.9,23.6,25.2,0.1
13/08/1992,26.8,23.8,25.3,0.2
14/08/1992,26.7,24.0,25.3,0.4
15/08/1992,26.6,24.0,25.3,0.6
16/08/1992,26.6,24.1,25.3,0.4
17/08/1992,26.7,24.0,25.3,0.5
18/08/1992,26.7,23.9,25.3,0.6
19/08/1992,26.8,23.8,25.3,0.2
20/08/1992,27.1,23.9,25.5,0.1
21/08/1992,27.1,23.9,25.5,0.1
22/08/1992,27.2,23.9,25.6,0.1
23/08/1992,27.2,24.0,25.6,0.2
24/08/1992,27.3,23.9,25.6,0.5
25/08/1992,27.2,24.0,25.6,0.7
26/08/1992,27.2,24.2,25.7,0.7
27/08/1992,27.2,24.3,25.8,0.7
28/08/1992,27.3,24.1,25.7,1.2
29/08/1992,27.3,24.2,25.7,0.4
30/08/1992,27.3,24.1,25.7,0.2
31/08/1992,27.2,24.2,25.7,0.2
01/09/1992,,,,0.2
02/09/1992,28.7,24.7,26.7,0.6
03/09/1992,29.1,24.5,26.8,0.1
04/09/1992,29.0,24.6,26.8,0.3
05/09/1992,29.0,24.9,26.9,0.2
